,gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
94248,2207720103,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS664053195,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,"Daniela, Florianópolis BR-SC (-27,4550,-48,5430)",Santa Catarina,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-27.455,-48.543,,,,,,,2018-10-05T00:00:00,5,10,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS664053195,,,,CC0_1_0,,obsr1157670,,,2021-03-09T13:12:47.092Z,,
94269,2108680169,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS571730160,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PY,"Chaco Lodge, Dpto. Pte. Hayes (Alto Chaco)",Presidente Hayes,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.5694,-59.3397,,,,,,,2016-09-22T00:00:00,22,9,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS571730160,,,,CC0_1_0,,obsr458272,,,2021-03-09T13:01:18.235Z,,
94314,2109869908,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS573099180,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,"Rambla Costanera, Playa Verde, Departamento de Maldonado, UY (-34.836, -55.312)",Maldonado,PRESENT,30.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8356,-55.3115,,,,,,,2018-01-31T00:00:00,31,1,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS573099180,,,,CC0_1_0,,obsr521964,,,2021-03-09T13:02:39.292Z,,
94316,1399130419,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS355701978,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,(IBA) Esteros del Arroyo Maldonado--Área general,Maldonado,PRESENT,93.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8783,-54.9155,,,,,,,2013-01-05T00:00:00,5,1,2013,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS355701978,,,,CC0_1_0,,obsr521961,,,2021-03-09T12:51:32.990Z,,
94326,1409825476,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS389361436,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Río Xanaes T.F.,Córdoba,PRESENT,7.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.9667,-62.75,,,,,,,2009-02-21T00:00:00,21,2,2009,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS389361436,,,,CC0_1_0,,obsr725192,,,2021-03-09T13:00:11.978Z,,
94336,2687900738,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS788163996,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Laguna José Ignacio - Parte Norte,Maldonado,PRESENT,161.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.799,-54.6904,,,,,,,2012-01-27T00:00:00,27,1,2012,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS788163996,,,,CC0_1_0,,obsr521961,,,2021-03-09T12:55:42.008Z,,
94341,972115293,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS218205314,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,60.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2006-11-17T00:00:00,17,11,2006,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS218205314,,,,CC0_1_0,,obsr429465,,,2021-03-09T13:02:04.663Z,,
94347,1779254313,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS449401591,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Pescadero de Balneario Orense--5° Salto,Buenos Aires,PRESENT,58.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-38.8204,-59.7695,,,,,,,2016-12-16T00:00:00,16,12,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS449401591,,,,CC0_1_0,,obsr427673,,,2021-03-09T12:52:30.445Z,,
94365,2212781284,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS686386953,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,13.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,2018-12-16T00:00:00,16,12,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS686386953,,,,CC0_1_0,,obsr897585,,,2021-03-09T13:04:34.967Z,,
94399,2728672385,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS707278262,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Punta Negra,Maldonado,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.9005,-55.2367,,,,,,,2019-01-21T00:00:00,21,1,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS707278262,,,,CC0_1_0,,obsr1228717,,,2021-03-09T13:03:21.341Z,,
94419,1740680410,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS406516134,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,La Colectora / CIRCA,Tierra del Fuego,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-53.7529,-67.7239,,,,,,,2016-01-20T00:00:00,20,1,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS406516134,,,,CC0_1_0,,obsr614349,,,2021-03-09T12:51:57.903Z,,
94420,1769299169,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS438497396,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Arrozais de Tremembé--Oeste da Rodovia Pedro Celeste,São Paulo,PRESENT,7.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.9409,-45.593,,,,,,,2016-10-23T00:00:00,23,10,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS438497396,,,,CC0_1_0,,obsr440131,,,2021-03-09T12:52:11.917Z,,
94458,837146839,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS170662590,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Ea. Medaland (AICA BA22 -Acceso restringido),Buenos Aires,PRESENT,300.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-37.4313,-57.1921,,,,,,,1973-11-29T00:00:00,29,11,1973,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS170662590,,,,CC0_1_0,,obsr123276,,,2021-03-09T12:57:42.565Z,,
94461,230447652,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS66997948,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Bahía Bustamante (AICA CU05),Chubut,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-45.1266,-66.5366,,,,,,,2004-10-31T00:00:00,31,10,2004,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS66997948,,,,CC0_1_0,,obsr128887,,,2021-03-09T12:59:18.482Z,,
94466,2098913631,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS542567748,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Parque Linear Nove de Julho,São Paulo,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-23.7196,-46.7166,,,,,,,2017-10-17T00:00:00,17,10,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS542567748,,,,CC0_1_0,,obsr777634,,,2021-03-09T13:00:38.696Z,,
94467,1770665410,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS439933758,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Arrozais de Tremembé--Estrada do Kanegae,São Paulo,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.9305,-45.5728,,,,,,,2016-10-13T00:00:00,13,10,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS439933758,,,,CC0_1_0,,obsr625058,,,2021-03-09T13:00:40.540Z,,
94496,2703900556,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS819162375,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,San Blas (Puente),Buenos Aires,PRESENT,5.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-40.5779,-62.2578,,,,,,,2019-10-19T00:00:00,19,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS819162375,,,,CC0_1_0,,obsr434300,,,2021-03-09T13:04:13.519Z,,
94580,1409835774,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS389361409,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Río Xanaes T.F.,Córdoba,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-30.9667,-62.75,,,,,,,2008-02-12T00:00:00,12,2,2008,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS389361409,,,,CC0_1_0,,obsr725192,,,2021-03-09T12:59:25.934Z,,
94622,2228508495,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS678030071,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,"(-31,3281,-51,0682)",Rio Grande do Sul,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.3281,-51.0682,,,,,,,2018-11-15T00:00:00,15,11,2018,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS678030071,,,,CC0_1_0,,obsr905818,,,2021-03-09T12:54:24.992Z,,
94629,2658205593,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS715078504,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2008-03-28T00:00:00,28,3,2008,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS715078504,,,,CC0_1_0,,obsr267395,,,2021-03-09T12:54:58.709Z,,
94631,2797219539,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS831527700,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Bañados del Saladillo,Santa Fe,PRESENT,6.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.2384,-60.4815,,,,,,,2019-11-24T00:00:00,24,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS831527700,,,,CC0_1_0,,obsr535219,,,2021-03-09T13:04:32.333Z,,
94638,2729306684,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS709654916,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Punta Negra,Maldonado,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.9005,-55.2367,,,,,,,2019-02-12T00:00:00,12,2,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS709654916,,,,CC0_1_0,,obsr802097,,,2021-03-09T13:03:55.665Z,,
94672,2079421026,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS531529557,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Refugio de Vida Silvestre Los Pantanos de Villa--Laguna Costera y Playa,Lima,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-12.2243,-76.9879,,,,,,,2017-09-09T00:00:00,9,9,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS531529557,,,,CC0_1_0,,obsr630032,,,2021-03-09T12:52:34.704Z,,
94674,1793918463,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_POR:OBS542104487,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Pantanal--Pousada Piuval,Mato Grosso,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-16.3786,-56.6208,,,,,,,2012-09-22T00:00:00,22,9,2012,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_POR,OBS542104487,,,,CC0_1_0,,obsr642933,,,2021-03-09T13:01:26.803Z,,
94704,2049161099,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS493955860,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,Río Lluta--Desembocadura,Arica y Parinacota,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-18.4165,-70.3224,,,,,,,2017-04-27T00:00:00,27,4,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS493955860,,,,CC0_1_0,,obsr602057,,,2021-03-09T12:52:42.077Z,,
94766,2124104859,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS561969336,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Estrada da Solidão,Rio Grande do Sul,PRESENT,,e2e717bf-551a-4917-bdc9-4fa0f342c530,-32.4059,-52.8324,,,,,,,2017-12-29T00:00:00,29,12,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS561969336,,,,CC0_1_0,,obsr826311,,,2021-03-09T12:54:13.876Z,,
94782,1400688987,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS357363928,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,EC,Quito airport pond,Pichincha,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-0.109842,-78.365,,,,,,,2015-12-05T00:00:00,5,12,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS357363928,,,,CC0_1_0,,obsr420638,,,2021-03-09T12:51:35.025Z,,
94795,1380794368,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS335064640,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Reserva Natural Punta Rasa (AICA BA07),Buenos Aires,PRESENT,3.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-36.2941,-56.7756,,,,,,,1999-09-19T00:00:00,19,9,1999,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS335064640,,,,CC0_1_0,,obsr429465,,,2021-03-09T13:01:34.099Z,,
94808,2088039455,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS528214303,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,Arroyo Solis Chico--Desembocadura,Canelones,PRESENT,2.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.7612,-55.6981,,,,,,,2017-08-27T00:00:00,27,8,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS528214303,,,,CC0_1_0,,obsr746673,,,2021-03-09T13:01:30.604Z,,
94825,2791932151,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS830793611,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,UY,"10, Departamento de Maldonado, UY (-34.841, -54.672)",Maldonado,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-34.8412,-54.672,,,,,,,2019-11-23T00:00:00,23,11,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS830793611,,,,CC0_1_0,,obsr746673,,,2021-03-09T13:05:25.174Z,,
94826,1387032386,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CAN:OBS342283017,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Alta Floresta--Chácara Esteio fish ponds,Mato Grosso,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-9.89867,-56.0604,,,,,,,2015-09-13T00:00:00,13,9,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CAN,OBS342283017,,,,CC0_1_0,,obsr412230,,,2021-03-09T13:00:23.678Z,,
94860,2088789611,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS532696791,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Banhado do Maçarico,Rio Grande do Sul,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-32.3164,-52.4621,,,,,,,2017-01-06T00:00:00,6,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS532696791,,,,CC0_1_0,,obsr770720,,,2021-03-09T13:01:52.762Z,,
94888,837895584,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS153187600,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Malecon de Iquitos,Loreto,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-3.75235,-73.2435,,,,,,,2011-11-06T00:00:00,6,11,2011,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS153187600,,,,CC0_1_0,,obsr162003,,,2021-03-09T12:51:30.843Z,,
94898,267974427,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_CL:OBS89197180,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,CL,SN Laguna Conchalí,Coquimbo,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.8781,-71.4967,,,,,,,2010-02-12T00:00:00,12,2,2010,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_CL,OBS89197180,,,,CC0_1_0,,obsr142116,,,2021-03-09T12:57:14.616Z,,
94979,1768062380,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS436968426,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BO,Lomas de Arena Santa Cruz,Santa Cruz,PRESENT,12.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-17.9484,-63.1606,,,,,,,2009-09-14T00:00:00,14,9,2009,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS436968426,,,,CC0_1_0,,obsr312212,,,2021-03-09T13:03:30.454Z,,
94987,2117566352,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_BRA:OBS554356586,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Mostardas--Trilha das dunas,Rio Grande do Sul,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-31.1122,-50.8597,,,,,,,2017-11-30T00:00:00,30,11,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_BRA,OBS554356586,,,,CC0_1_0,,obsr540399,,,2021-03-09T13:01:25.501Z,,
94989,2716882604,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS819061586,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BO,Cotapachi,Cochabamba,PRESENT,10.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-17.4286,-66.2767,,,,,,,2019-10-19T00:00:00,19,10,2019,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS819061586,,,,CC0_1_0,,obsr923169,,,2021-03-09T12:55:15.200Z,,
95001,1767822942,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS436817067,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Ceibas,Entre Ríos,PRESENT,1.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-33.4985,-58.7884,,,,,,,2016-09-11T00:00:00,11,9,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS436817067,,,,CC0_1_0,,obsr421164,,,2021-03-09T12:52:29.847Z,,
95015,2038713750,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_ARG:OBS457581300,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,AR,Pescadero de Balneario Orense--5° Salto,Buenos Aires,PRESENT,650.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-38.8204,-59.7695,,,,,,,2017-01-15T00:00:00,15,1,2017,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_ARG,OBS457581300,,,,CC0_1_0,,obsr427673,,,2021-03-09T13:01:20.219Z,,
95031,1406732124,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD:OBS372124830,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,BR,Praia de Sepetiba,Rio de Janeiro,PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-22.977,-43.7045,,,,,,,2015-10-04T00:00:00,4,10,2015,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD,OBS372124830,,,,CC0_1_0,,obsr623830,,,2021-03-09T13:03:04.353Z,,
95095,1773753783,4fa7b334-ce0d-4e88-aaae-2e0c138d049e,URN:catalog:CLO:EBIRD_PE:OBS443311611,Animalia,Chordata,Aves,Charadriiformes,Charadriidae,Pluvialis,Pluvialis dominica,,SPECIES,"Pluvialis dominica (Statius Muller, 1776)",Pluvialis dominica,,PE,Lago Piuray,Cuzco [Cusco],PRESENT,4.0,e2e717bf-551a-4917-bdc9-4fa0f342c530,-13.4154,-72.0327,,,,,,,2016-11-14T00:00:00,14,11,2016,2480328,2480328,HUMAN_OBSERVATION,CLO,EBIRD_PE,OBS443311611,,,,CC0_1_0,,obsr287680,,,2021-03-09T12:52:04.482Z,,
