,eventDate,individualCount,decimalLatitude,decimalLongitude,day,month,year
202108,12/12/2018 0:00,31.0,-32.93273,-63.934174,12.0,12.0,2018.0
202111,1/25/2017 0:00,50.0,-31.871434999999998,-58.211575,25.0,1.0,2017.0
202351,2/6/2020 0:00,25.0,-33.370995,-56.513016,6.0,2.0,2020.0
203562,10/25/1996 0:00,1.0,-2.54166,-76.85937,25.0,10.0,1996.0
203600,2/1/2017 0:00,2.0,-34.009679999999996,-57.649269999999994,1.0,2.0,2017.0
203612,11/6/2019 0:00,6.0,-31.83943,-57.884193,6.0,11.0,2019.0
203625,11/19/2017 0:00,3.0,-36.32172,-56.772774,19.0,11.0,2017.0
204081,12/24/2020 0:00,15.0,-37.603775,-61.397923,24.0,12.0,2020.0
204108,11/9/2017 0:00,8.0,-34.572025,-58.416430000000005,9.0,11.0,2017.0
204173,2/7/2011 0:00,12.0,-31.871434999999998,-58.211575,7.0,2.0,2011.0
204207,12/12/2020 0:00,74.0,-24.577560000000002,-64.1218,12.0,12.0,2020.0
205429,12/17/2017 0:00,1.0,-34.469345000000004,-58.494965,17.0,12.0,2017.0
206334,11/18/2018 0:00,1.0,-35.39066,-57.14751,18.0,11.0,2018.0
206370,12/7/2020 0:00,1.0,-24.186514000000003,-55.279132999999995,7.0,12.0,2020.0
206541,11/24/2019 0:00,100.0,-33.370995,-56.513016,24.0,11.0,2019.0
208036,12/26/2020 0:00,1.0,-34.608204,-58.35397,26.0,12.0,2020.0
208326,12/21/2019 0:00,500.0,-34.608204,-58.35397,21.0,12.0,2019.0
208765,1/16/2004 0:00,40.0,-36.584,-64.18324,16.0,1.0,2004.0
209089,2/26/2013 0:00,65.0,-17.81,-63.16,26.0,2.0,2013.0
209104,12/3/2017 0:00,52.0,-34.606384000000006,-58.435795,3.0,12.0,2017.0
209189,2/19/2017 0:00,45.0,-31.7525,-62.877224,19.0,2.0,2017.0
209452,11/11/1995 0:00,3.0,-36.294113,-56.775604,11.0,11.0,1995.0
210306,12/1/2014 0:00,78.0,-33.269740000000006,-57.09333,1.0,12.0,2014.0
210376,3/24/2002 0:00,2.0,-33.155,-63.54183199999999,24.0,3.0,2002.0
210635,1/6/2019 0:00,1.0,-34.683871999999994,-65.28624,6.0,1.0,2019.0
210727,12/29/2019 0:00,60.0,-34.451332,-57.716736,29.0,12.0,2019.0
211169,2/16/2019 0:00,1.0,-38.436679999999996,-58.221916,16.0,2.0,2019.0
211603,11/26/2014 0:00,3.0,-32.19213,-64.250336,26.0,11.0,2014.0
212222,12/16/2014 0:00,1.0,-34.726646,-54.43294,16.0,12.0,2014.0
212375,1/15/2012 0:00,10.0,-34.19895,-58.881783,15.0,1.0,2012.0
212984,12/26/2012 0:00,3.0,-34.608204,-58.35397,26.0,12.0,2012.0
213366,11/21/2015 0:00,1.0,-38.656895,-59.005680000000005,21.0,11.0,2015.0
213559,11/20/2016 0:00,23.0,-33.987567999999996,-58.214752000000004,20.0,11.0,2016.0
214146,11/15/2015 0:00,2.0,-25.294167,-57.63316700000001,15.0,11.0,2015.0
214178,11/16/2019 0:00,4.0,-34.286983,-55.26755,16.0,11.0,2019.0
